date,meantemp
2015/3/13,21.375
2015/3/14,21.5
2015/3/15,17.625
2015/3/16,19.85714286
2015/3/17,20.875
2015/3/18,20.25
2015/3/19,21.125
2015/3/20,22.5
2015/3/21,24.875
2015/3/22,25.125
2015/3/23,24.75
2015/3/24,25.75
2015/3/25,26.625
2015/3/26,28.5
2015/3/27,27.375
2015/3/28,27
2015/3/29,25
2015/3/30,23.5
2015/3/31,25.25
2015/4/1,26.42857143
2015/4/2,28.71428571
2015/4/3,24.5
2015/4/4,21
2015/4/5,23.57142857
2015/4/6,25
2015/4/7,23.75
2015/4/8,25.625
2015/4/9,26
2015/4/10,27.125
2015/4/11,28.25
2015/4/12,24.375
2015/4/13,24.75
2015/4/14,26.25
2015/4/15,27.625
2015/4/16,25.25
2015/4/17,28.125
2015/4/18,30.125
2015/4/19,32.125
2015/4/20,32.875
2015/4/21,31.75
2015/4/22,30.75
2015/4/23,30.75
2015/4/24,31.125
2015/4/25,30.5
2015/4/26,28.75
2015/4/27,30.125
2015/4/28,31
2015/4/29,31.25
2015/4/30,32.625
2015/5/1,31.25
2015/5/2,30.125
2015/5/3,31
2015/5/4,30.875
2015/5/5,32.125
2015/5/6,34.125
2015/5/7,35.42857143
2015/5/8,34.125
2015/5/9,35.125
2015/5/10,35.125
2015/5/11,34
2015/5/12,33.125
2015/5/13,27.75
2015/5/14,29.625
2015/5/15,28.5
2015/5/16,30
2015/5/17,33.25
2015/5/18,35.375
2015/5/19,31.5
2015/5/20,33.125
2015/5/21,35.625
2015/5/22,36.25
2015/5/23,37.375
2015/5/24,36
2015/5/25,37.75
2015/5/26,35.25
2015/5/27,33.75
2015/5/28,34.75
2015/5/29,35.125
2015/5/30,32.25
2015/5/31,34.25
2015/6/1,29.375
2015/6/2,31.625
2015/6/3,28.625
2015/6/4,31.875
2015/6/5,32.625
2015/6/6,33.375
2015/6/7,35
2015/6/8,36.5
2015/6/9,37.625
2015/6/10,36.625
2015/6/11,35.625
2015/6/12,35.875
2015/6/13,31.125
2015/6/14,27
2015/6/15,31
2015/6/16,32.375
2015/6/17,33.875
2015/6/18,35.125
2015/6/19,35.875
2015/6/20,33.125
2015/6/21,30.375
2015/6/22,32.125
2015/6/23,31.5
2015/6/24,37.25
2015/6/25,26.625
2015/6/26,31.125
2015/6/27,32.625
2015/6/28,34.25
2015/6/29,31.125
2015/6/30,30.875
2015/7/1,32
2015/7/2,33.75
2015/7/3,33
2015/7/4,34.125
2015/7/5,35.71428571
2015/7/6,27.875
2015/7/7,28.125
2015/7/8,31.25
2015/7/9,29.625
2015/7/10,26.625
2015/7/11,25.5
2015/7/12,25.5
2015/7/13,29.875
2015/7/14,30.875
2015/7/15,33.375
2015/7/16,31.75
2015/7/17,30.75
2015/7/18,29.5
2015/7/19,30.125
2015/7/20,29.125
2015/7/21,31.375
2015/7/22,32.25
2015/7/23,32.125
2015/7/24,32
2015/7/25,30.85714286
2015/7/26,30
2015/7/27,29.625
2015/7/28,29.5
2015/7/29,28.5
2015/7/30,29
2015/7/31,29
2015/8/1,28.25
2015/8/2,29.625
2015/8/3,31.5
2015/8/4,29.42857143
2015/8/5,29.59375
2015/8/6,29.5
2015/8/7,29.25
2015/8/8,28.875
2015/8/9,27.375
2015/8/10,30.375
2015/8/11,28.375
2015/8/12,30.75
2015/8/13,32
2015/8/14,30.875
2015/8/15,28.5
2015/8/16,28.625
2015/8/17,30.75
2015/8/18,29.125
2015/8/19,31.25
2015/8/20,30.75
2015/8/21,29.375
2015/8/22,30.25
2015/8/23,29.875
2015/8/24,30.75
2015/8/25,32
2015/8/26,32
2015/8/27,32.5
2015/8/28,32
2015/8/29,32.25
2015/8/30,32.625
2015/8/31,31.85714286
2015/9/1,32.125
2015/9/2,31.875
2015/9/3,31.625
2015/9/4,32
2015/9/5,30.875
2015/9/6,31.25
2015/9/7,31.5
2015/9/8,31.625
2015/9/9,31
2015/9/10,31.25
2015/9/11,30.75
2015/9/12,32.14285714
2015/9/13,32.125
2015/9/14,31.875
2015/9/15,33
2015/9/16,32.375
2015/9/17,31.375
2015/9/18,31
2015/9/19,30.625
2015/9/20,29.14285714
2015/9/21,30.125
2015/9/22,30.25
2015/9/23,28.625
2015/9/24,28.25
2015/9/25,28.5
2015/9/26,29.25
2015/9/27,28.71428571
2015/9/28,28.25
2015/9/29,29
2015/9/30,29
2015/10/1,28.125
2015/10/2,28.28571429
2015/10/3,30
2015/10/4,29
2015/10/5,28.875
2015/10/6,28.375
2015/10/7,28.625
2015/10/8,28.375
2015/10/9,28.5
2015/10/10,28.5
2015/10/11,28.57142857
2015/10/12,29.25
2015/10/13,29.5
2015/10/14,28.125
2015/10/15,27.5
2015/10/16,27.875
2015/10/17,28
2015/10/18,26.85714286
2015/10/19,28.14285714
2015/10/20,27.71428571
2015/10/21,26.5
2015/10/22,24.75
2015/10/23,24
2015/10/24,24.875
2015/10/25,26.375
2015/10/26,25.625
2015/10/27,24.75
2015/10/28,20.875
2015/10/29,22.125
2015/10/30,22.375
2015/10/31,22.375
2015/11/1,22.875
2015/11/2,23.375
2015/11/3,24
2015/11/4,23.75
2015/11/5,22.125
2015/11/6,22.875
2015/11/7,21.875
2015/11/8,21.875
2015/11/9,21.75
2015/11/10,22.75
2015/11/11,21.875
2015/11/12,21.875
2015/11/13,22.375
2015/11/14,22.375
2015/11/15,22.5
2015/11/16,21.875
2015/11/17,19.875
2015/11/18,18.5
2015/11/19,18.5
2015/11/20,18.5
2015/11/21,18.75
2015/11/22,18.625
2015/11/23,17
2015/11/24,18.5
2015/11/25,19.375
2015/11/26,20
2015/11/27,18.5
2015/11/28,18.75
2015/11/29,18.125
2015/11/30,19.5
2015/12/1,19.25
2015/12/2,18.125
2015/12/3,17.625
2015/12/4,17.625
2015/12/5,17.5
2015/12/6,17.125
2015/12/7,17.625
2015/12/8,18.42857143
2015/12/9,18.375
2015/12/10,19
2015/12/11,17.25
2015/12/12,13.25
2015/12/13,12.875
2015/12/14,13.25
2015/12/15,13.125
2015/12/16,13
2015/12/17,12.25
2015/12/18,12.875
2015/12/19,12.375
2015/12/20,11.75
2015/12/21,12.625
2015/12/22,12
2015/12/23,12.5
2015/12/24,11.25
2015/12/25,11.5
2015/12/26,12.75
2015/12/27,15.375
2015/12/28,17.125
2015/12/29,16.375
2015/12/30,15.5
2015/12/31,15
2016/1/1,14.71428571
2016/1/2,14
2016/1/3,14.375
2016/1/4,15.75
2016/1/5,15.83333333
2016/1/6,17.375
2016/1/7,17.125
2016/1/8,15.5
2016/1/9,15.85714286
2016/1/10,15.625
2016/1/11,15.75
2016/1/12,18
2016/1/13,18.26666667
2016/1/14,15.5625
2016/1/15,13
2016/1/16,13.6
2016/1/17,14
2016/1/18,13.26666667
2016/1/19,12.35714286
2016/1/20,12.06666667
2016/1/21,12.1875
2016/1/22,11.73333333
2016/1/23,14.4375
2016/1/24,11.1875
2016/1/25,11.66666667
2016/1/26,14.5625
2016/1/27,17.58333333
2016/1/28,16.85714286
2016/1/29,19.5625
2016/1/30,20.14285714
2016/1/31,17.375
2016/2/1,15.84615385
2016/2/2,15.26666667
2016/2/3,13.125
2016/2/4,16.36363636
2016/2/5,12.66666667
2016/2/6,15.33333333
2016/2/7,15.625
2016/2/8,17.09090909
2016/2/9,17.76923077
2016/2/10,18.13333333
2016/2/11,19.6875
2016/2/12,19.2
2016/2/13,17.06666667
2016/2/14,17.64285714
2016/2/15,17.6
2016/2/16,18.21428571
2016/2/17,18.71428571
2016/2/18,19.46666667
2016/2/19,23.15384615
2016/2/20,23.625
2016/2/21,21
2016/2/22,21
2016/2/23,21.42857143
2016/2/24,21.6875
2016/2/25,22.5625
2016/2/26,22.8
2016/2/27,22.8
2016/2/28,23
2016/2/29,23.875
2016/3/1,24.91666667
2016/3/2,24.93333333
2016/3/3,26
2016/3/4,27.3125
2016/3/5,23.93333333
2016/3/6,22.8125
2016/3/7,23.71428571
2016/3/8,23.42857143
2016/3/9,24
2016/3/10,25.5625
2016/3/11,25.06666667
2016/3/12,24.5625
2016/3/13,24.25
2016/3/14,22.375
2016/3/15,24.06666667
2016/3/16,23.9375
2016/3/17,26.3125
2016/3/18,26.1875
2016/3/19,26.78571429
2016/3/20,27.13333333
2016/3/21,26.625
2016/3/22,25.0625
2016/3/23,26.2
2016/3/24,28.13333333
2016/3/25,29.875
2016/3/26,24.66666667
2016/3/27,26.25
2016/3/28,25.93333333
2016/3/29,27.125
2016/3/30,29.57142857
2016/3/31,30
2016/4/1,30.57142857
2016/4/2,32.3125
2016/4/3,33.3125
2016/4/4,32.8125
2016/4/5,32.3125
2016/4/6,31.375
2016/4/7,29.93333333
2016/4/8,29.26666667
2016/4/9,30.73333333
2016/4/10,32.25
2016/4/11,29.8
2016/4/12,30.2
2016/4/13,31.75
2016/4/14,33.125
2016/4/15,33.625
2016/4/16,35.6875
2016/4/17,34.66666667
2016/4/18,34.625
2016/4/19,34
2016/4/20,34.0625
2016/4/21,34
2016/4/22,33.25
2016/4/23,31.91666667
2016/4/24,31.3125
2016/4/25,31.75
2016/4/26,33.4375
2016/4/27,33.125
2016/4/28,34.15384615
2016/4/29,34.07142857
2016/4/30,33.0625
2016/5/1,34.6875
2016/5/2,38
2016/5/3,35.5
2016/5/4,33.71428571
2016/5/5,30.6
2016/5/6,31.4375
2016/5/7,33.3125
2016/5/8,35.13333333
2016/5/9,33.53333333
2016/5/10,34
2016/5/11,32.5
2016/5/12,35.375
2016/5/13,37.29411765
2016/5/14,36.5625
2016/5/15,37.25
2016/5/16,37.21428571
2016/5/17,37.5
2016/5/18,37.75
2016/5/19,37.375
2016/5/20,37.4
2016/5/21,36.13333333
2016/5/22,36.8
2016/5/23,32.21428571
2016/5/24,31.52631579
2016/5/25,33.2173913
2016/5/26,35.26923077
2016/5/27,38.27272727
2016/5/28,36.0625
2016/5/29,31.5
2016/5/30,26.8125
2016/5/31,32.64285714
2016/6/1,36
2016/6/2,37.5625
2016/6/3,37.5625
2016/6/4,38.2
2016/6/5,36.16666667
2016/6/6,35.42857143
2016/6/7,34.625
2016/6/8,36.07142857
2016/6/9,35.73333333
2016/6/10,36.13333333
2016/6/11,33.4375
2016/6/12,35.5
2016/6/13,36
2016/6/14,32.625
2016/6/15,34.73333333
2016/6/16,33.5
2016/6/17,34.1875
2016/6/18,35.85714286
2016/6/19,35.625
2016/6/20,30.9375
2016/6/21,32.875
2016/6/22,33.125
2016/6/23,33.84615385
2016/6/24,36.4375
2016/6/25,35.42857143
2016/6/26,34.86666667
2016/6/27,34.3125
2016/6/28,30.78571429
2016/6/29,35.375
2016/6/30,35.46666667
2016/7/1,32.125
2016/7/2,28.4
2016/7/3,29.5625
2016/7/4,30.6875
2016/7/5,33.25
2016/7/6,33.26666667
2016/7/7,33.5
2016/7/8,30.8
2016/7/9,33.25
2016/7/10,32.5625
2016/7/11,31.5
2016/7/12,30.5
2016/7/13,31.25
2016/7/14,30.4375
2016/7/15,31
2016/7/16,27.125
2016/7/17,28.125
2016/7/18,27.66666667
2016/7/19,32.3125
2016/7/20,34.1875
2016/7/21,34.13333333
2016/7/22,34.125
2016/7/23,31.875
2016/7/24,31.4375
2016/7/25,31.9375
2016/7/26,30.3125
2016/7/27,28.3125
2016/7/28,29.53333333
2016/7/29,27.375
2016/7/30,27.33333333
2016/7/31,29.26666667
2016/8/1,29.125
2016/8/2,30.6875
2016/8/3,32.5625
2016/8/4,33.11111111
2016/8/5,33.8
2016/8/6,30.06666667
2016/8/7,33.11764706
2016/8/8,33.80952381
2016/8/9,31.61538462
2016/8/10,32
2016/8/11,28.10714286
2016/8/12,29.03571429
2016/8/13,30.32142857
2016/8/14,28.93333333
2016/8/15,31.67857143
2016/8/16,31.33333333
2016/8/17,29.92857143
2016/8/18,29.88888889
2016/8/19,32.07142857
2016/8/20,33.18518519
2016/8/21,31.59259259
2016/8/22,32.18518519
2016/8/23,31.48
2016/8/24,30.17857143
2016/8/25,31.52
2016/8/26,31.22222222
2016/8/27,31.78571429
2016/8/28,33.4
2016/8/29,29.57142857
2016/8/30,30.04
2016/8/31,27.25925926
2016/9/1,27.96
2016/9/2,30.73913043
2016/9/3,30.89473684
2016/9/4,31.69230769
2016/9/5,31.07692308
2016/9/6,30.375
2016/9/7,31.1
2016/9/8,31.91666667
2016/9/9,30.55555556
2016/9/10,31.23076923
2016/9/11,31
2016/9/12,31.64285714
2016/9/13,32.53333333
2016/9/14,30.85714286
2016/9/15,31.72727273
2016/9/16,31.4
2016/9/17,32.30769231
2016/9/18,32.25
2016/9/19,32.375
2016/9/20,33.44444444
2016/9/21,33.36
2016/9/22,30.03703704
2016/9/23,31
2016/9/24,31.24
2016/9/25,31.13043478
2016/9/26,31.48
2016/9/27,32.18518519
2016/9/28,32.44
2016/9/29,32.22727273
2016/9/30,32.21428571
2016/10/1,32.54166667
2016/10/2,32.81481481
2016/10/3,33.26923077
2016/10/4,30.55555556
2016/10/5,28.83333333
2016/10/6,30.7037037
2016/10/7,30.96
2016/10/8,30.6
2016/10/9,30.92
2016/10/10,29.77777778
2016/10/11,29.66666667
2016/10/12,29.57142857
2016/10/13,29.96296296
2016/10/14,29.75
2016/10/15,27.74074074
2016/10/16,28.42857143
2016/10/17,28.6
2016/10/18,28.5
2016/10/19,28.92592593
2016/10/20,29.07692308
2016/10/21,28.40909091
2016/10/22,29.33333333
2016/10/23,27.5
2016/10/24,28.5
2016/10/25,28.04
2016/10/26,27.57692308
2016/10/27,26.55555556
2016/10/28,25.51851852
2016/10/29,25.81481481
2016/10/30,24.82608696
2016/10/31,24.53846154
2016/11/1,24.38461538
2016/11/2,23.72727273
2016/11/3,25.64
2016/11/4,24.81481481
2016/11/5,23.11538462
2016/11/6,22.92592593
2016/11/7,24.54545455
2016/11/8,23.73076923
2016/11/9,23
2016/11/10,23.51851852
2016/11/11,23.92
2016/11/12,23.53846154
2016/11/13,24.2962963
2016/11/14,23.34615385
2016/11/15,22.24
2016/11/16,21.76923077
2016/11/17,21.73076923
2016/11/18,21.73076923
2016/11/19,20.66666667
2016/11/20,22.25
2016/11/21,21.53846154
2016/11/22,22.57894737
2016/11/23,22.82608696
2016/11/24,21.42105263
2016/11/25,23.6
2016/11/26,24.29411765
2016/11/27,23.63636364
2016/11/28,22.45454545
2016/11/29,21.61111111
2016/11/30,19.86956522
2016/12/1,19.75
2016/12/2,19.20833333
2016/12/3,21.20833333
2016/12/4,18.9
2016/12/5,18.63636364
2016/12/6,18.53846154
2016/12/7,18.25
2016/12/8,16.9
2016/12/9,19.41666667
2016/12/10,16.44444444
2016/12/11,20.04166667
2016/12/12,19.90909091
2016/12/13,19.05
2016/12/14,18.55555556
2016/12/15,18.16666667
2016/12/16,15.83333333
2016/12/17,17.5
2016/12/18,16.08333333
2016/12/19,17.85714286
2016/12/20,19.8
2016/12/21,18.05
2016/12/22,17.28571429
2016/12/23,15.55
2016/12/24,17.31818182
2016/12/25,14
2016/12/26,17.14285714
2016/12/27,16.85
2016/12/28,17.2173913
2016/12/29,15.23809524
2016/12/30,14.0952381
2016/12/31,15.05263158
2017/1/1,15.91304348
2017/1/2,18.5
2017/1/3,17.11111111
2017/1/4,18.7
2017/1/5,18.38888889
2017/1/6,19.31818182
2017/1/7,14.70833333
2017/1/8,15.68421053
2017/1/9,14.57142857
2017/1/10,12.11111111
2017/1/11,11
2017/1/12,11.78947368
2017/1/13,13.23529412
2017/1/14,13.2
2017/1/15,16.43478261
2017/1/16,14.65
2017/1/17,11.72222222
2017/1/18,13.04166667
2017/1/19,14.61904762
2017/1/20,15.26315789
2017/1/21,15.39130435
2017/1/22,18.44
2017/1/23,18.11764706
2017/1/24,18.34782609
2017/1/25,21
2017/1/26,16.17857143
2017/1/27,16.5
2017/1/28,14.86363636
2017/1/29,15.66666667
2017/1/30,16.44444444
2017/1/31,16.125
2017/2/1,15.25
2017/2/2,17.09090909
2017/2/3,15.63636364
2017/2/4,18.7
2017/2/5,18.63157895
2017/2/6,16.88888889
2017/2/7,15.125
2017/2/8,15.7
2017/2/9,15.375
2017/2/10,14.66666667
2017/2/11,15.625
2017/2/12,16.25
2017/2/13,16.33333333
2017/2/14,16.875
2017/2/15,17.57142857
2017/2/16,20.25
2017/2/17,21.3
2017/2/18,21.125
2017/2/19,22.36363636
2017/2/20,23.375
2017/2/21,21.83333333
2017/2/22,19.125
2017/2/23,18.625
2017/2/24,19.125
2017/2/25,19
2017/2/26,18.75
2017/2/27,19.875
2017/2/28,23.33333333
2017/3/1,24.46153846
2017/3/2,23.75
2017/3/3,20.5
2017/3/4,19.125
2017/3/5,19.75
2017/3/6,20
2017/3/7,22.625
2017/3/8,21.54545455
2017/3/9,20.78571429
2017/3/10,19.9375
2017/3/11,18.53333333
2017/3/12,17.375
2017/3/13,17.44444444
2017/3/14,18
2017/3/15,19.875
2017/3/16,24
2017/3/17,20.9
2017/3/18,24.69230769
2017/3/19,24.66666667
2017/3/20,23.33333333
2017/3/21,25
2017/3/22,27.25
2017/3/23,28
2017/3/24,28.91666667
2017/3/25,26.5
2017/3/26,29.1
2017/3/27,29.5
2017/3/28,29.88888889
2017/3/29,31
2017/3/30,29.28571429
2017/3/31,30.625
2017/4/1,31.375
2017/4/2,29.75
2017/4/3,30.5
2017/4/4,30.93333333
2017/4/5,29.23076923
2017/4/6,31.22222222
2017/4/7,27
2017/4/8,25.625
2017/4/9,27.125
2017/4/10,27.85714286
2017/4/11,29.25
2017/4/12,29.25
2017/4/13,29.66666667
2017/4/14,30.5
2017/4/15,31.22222222
2017/4/16,31
2017/4/17,32.55555556
2017/4/18,34
2017/4/19,33.5
2017/4/20,34.5
2017/4/21,34.25
2017/4/22,32.9
2017/4/23,32.875
2017/4/24,32
